ID_ND	Database	PubMLST_id	NCBI_assembly_accession	Species	Isolate.Name	Aliases	Country	Continent	Region	Source	Year	Source_harmonized
ND_PM1022	PubMLST	3415		Cronobacter turicensis	Cs-510625-20	510625-20	Austria	Europe	Lower Austria	Animal	2020	Animal and Biological Sources
ND_PM1319	PubMLST	3884	GCA_028636965.1	Cronobacter turicensis	CFSAN129047	SRS16760849	USA	North America	MI	Environmental	2023	Environmental Samples
ND_PM1415	PubMLST	4052	GCA_028573735.1	Cronobacter turicensis	CFSAN129387	SRS16720617	USA	North America	MI	Environmental	2022	Environmental Samples
ND_PM1416	PubMLST	4053	GCA_028574975.1	Cronobacter turicensis	CFSAN129040	SRS16720610	USA	North America	MI	Environmental	2022	Environmental Samples
ND_PM1417	PubMLST	4054	GCA_028574075.1	Cronobacter turicensis	CFSAN129391	SRS16720618	USA	North America	MI	Environmental	2022	Environmental Samples
ND_PM1418	PubMLST	4055	GCA_028573635.1	Cronobacter turicensis	CFSAN129390	SRS16720620	USA	North America	MI	Environmental	2022	Environmental Samples
ND_PM1419	PubMLST	4056	GCA_028574095.1	Cronobacter turicensis	CFSAN129399	SRS16720619	USA	North America	MI	Environmental	2023	Environmental Samples
ND_PM1421	PubMLST	4058	GCA_028573645.1	Cronobacter turicensis	CFSAN129395	SRS16720622	USA	North America	MI	Environmental	2022	Environmental Samples
ND_PM1460	PubMLST	4116	GCA_030721045.1	Cronobacter turicensis	FDA1213745-S071-006		USA	North America	VT	Environmental	2023	Environmental Samples
ND_PM1464	PubMLST	4120	GCA_030736475.1	Cronobacter turicensis	CFSAN133243		USA	North America	MI	Environmental	2023	Environmental Samples
ND_PM1477	PubMLST	4133	GCA_030736255.1	Cronobacter turicensis	CFSAN133262		USA	North America	MI	Environmental	2023	Environmental Samples
ND_PM1478	PubMLST	4134	GCA_030736275.1	Cronobacter turicensis	CFSAN133264		USA	North America	MI	Environmental	2023	Environmental Samples
ND_PM1524	PubMLST	4202	GCA_032855065.1	Cronobacter turicensis	CFSAN133834		USA	North America	MI	Environmental	2023	Environmental Samples
ND_PM1527	PubMLST	4205	GCA_032855585.1	Cronobacter turicensis	CFSAN133857		USA	North America	MI	Environmental	2023	Environmental Samples
ND_PM1539	PubMLST	4217	GCA_032855305.1	Cronobacter turicensis	CFSAN133854		USA	North America	MI	Environmental	2023	Environmental Samples
ND_PM1553	PubMLST	4231	GCA_032856125.1	Cronobacter turicensis	CFSAN133879		USA	North America	MI	Environmental	2023	Environmental Samples
ND_PM1554	PubMLST	4232	GCA_032856105.1	Cronobacter turicensis	CFSAN133881		USA	North America	MI	Environmental	2023	Environmental Samples
ND_PM1655	PubMLST	4792		Cronobacter turicensis	Ctur_F1		Austria	Europe		Food	2023	Food and Food Ingredients
ND_PM1656	PubMLST	4793		Cronobacter turicensis	Ctur_F2		Austria	Europe		Food	2023	Food and Food Ingredients
ND_PM1657	PubMLST	4794		Cronobacter turicensis	Ctur_F3		Austria	Europe		Food	2023	Food and Food Ingredients
ND_PM1671	PubMLST	4824		Cronobacter turicensis	ACTA281	tur281	France	Europe		Environmental	2022	Environmental Samples
ND_PM1672	PubMLST	4825		Cronobacter turicensis	ACTA323	tur323	France	Europe		Environmental	2022	Environmental Samples
ND_PM1673	PubMLST	4826		Cronobacter turicensis	ACTA324	tur324	France	Europe		Environmental	2022	Environmental Samples
ND_PM1675	PubMLST	4828		Cronobacter turicensis	ACTA332	tur332	France	Europe		Environmental	2022	Environmental Samples
ND_PM1676	PubMLST	4829		Cronobacter turicensis	ACTA346	tur346	France	Europe		Environmental	2023	Environmental Samples
ND_PM1677	PubMLST	4830		Cronobacter turicensis	ACTA347	tur347	France	Europe		Environmental	2023	Environmental Samples
ND_PM1709	PubMLST	4872	GCA_030026565.1	Cronobacter turicensis	MOD1-E752	PDT001737492.1	Ireland	Europe		Environmental	Unknown	Environmental Samples
ND_PM1718	PubMLST	4881	GCA_030012105.1	Cronobacter turicensis	MOD1-E866	PDT001736378.1	Ireland	Europe		Environmental	Unknown	Environmental Samples
ND_PM1721	PubMLST	4884	GCA_044735645.1	Cronobacter turicensis	CFSAN135978	PDT002071075.1	USA	North America	MI	Environmental	2023	Environmental Samples
ND_PM1722	PubMLST	4885	GCA_044863045.1	Cronobacter turicensis	CFSAN140050	PDT002464686.1	USA	North America	MI	Environmental	2024	Environmental Samples
ND_PM1724	PubMLST	4896		Cronobacter turicensis	YNCX	CX	China	Asia	CHUXIONG	Food	2024	Food and Food Ingredients
